"Security Code","Security Name","Group","LTP","Chg","% Chg"
538734,"CEINSYSTECH","B",163.5,0.8,0.51
500241,"KIRLOSBROS","T",485.9,2.4,0.5
539517,"SXETF","B",576.7,2.82,0.5
508869,"APOLLOHOSP","A",3786,18.4,0.49
524480,"RIDDHI","XT",359.95,1.7,0.49
532460,"PONNIERODE","B",308.1,1.5,0.49
534425,"SPECIALITY","B",73,0.35,0.49
539956,"TAALENT","X",713,3.4,0.49
543292,"ICICIPHARM","B",89.89,0.44,0.49
524019,"KINGFA","B",1250.45,5.85,0.48
524570,"PODARPIGQ","B",317.25,1.5,0.48
543219,"ICICIALPLV","B",162.19,0.77,0.48
532733,"SUNTV","A",539.9,2.5,0.47
532980,"GOKUL","B",33,0.15,0.47
542285,"AXITA","M",34.85,0.15,0.47
516030,"YASHPAKKA","X",91,0.4,0.46
522005,"AUSTENG","X",66.8,0.3,0.46
531644,"TOKYOFIN","X",11.45,0.05,0.46
532483,"CANBK","A",152.15,0.7,0.46
533022,"20MICRONS","B",69.35,0.3,0.46
500212,"IFSL","XT",47,0.2,0.45
500770,"TATACHEM","A",785.4,3.5,0.45
514450,"MHLXMIRU","X",68,0.3,0.45
532521,"PALRED","B",115.9,0.5,0.45
532636,"IIFL","T",272.5,1.2,0.45
532941,"CORDSCABLE","B",69.4,0.3,0.45
533023,"WABCOINDIA","A",7400.05,33.2,0.45
570004,"JISLDVREQS","T",23.2,0.1,0.45
590115,"MOM50","B",158.35,0.7,0.45
500233,"KAJARIACER","A",1007.65,4.4,0.44
523694,"APCOTEXIND","A",324.4,1.4,0.44
532734,"GPIL","T",1430,6.25,0.44
541309,"IPRU3095","B",13.61,0.06,0.44
532140,"MOHITE","X",19.15,0.08,0.43
532720,"M&MFIN","A",163.2,0.7,0.43
505850,"MANCREDIT","X",60.9,0.25,0.42
531289,"NATFIT","XT",62,0.25,0.42
532622,"GDL","T",287.75,1.2,0.42
532880,"OMAXE","A",96.05,0.4,0.42
538835,"INTELLECT","A",809.9,3.25,0.42
540025,"ADVENZYMES","A",418.55,1.75,0.42
543274,"RTL","M",676.9,2.7,0.42
500104,"HINDPETRO","A",270.85,1.1,0.41
500680,"PFIZER","A",5709.35,22.95,0.41
508989,"NAVNETEDUL*","A",101.05,0.4,0.41
509423,"SEL","XT",25.5,0.1,0.41
530117,"PRIVISCL","A",1410.05,5.55,0.41
532343,"TVSMOTOR","A",615.4,2.5,0.41
532893,"VTMLTD","X",37.8,0.15,0.41
540565,"INDIGRID","IF",137.14,0.56,0.41
500087,"CIPLA","A",989.95,3.85,0.4
500449,"HOCL","B",38,0.15,0.4
526301,"MEDINOV","XT",37.5,0.15,0.4
530077,"FRSHTRP","X",128.9,0.5,0.4
533151,"DBCORP","A",114.2,0.45,0.4
541313,"ICICI500","B",229.9,0.9,0.4
500380,"JKLAKSHMI","A",660.55,2.55,0.39
509635,"HINDCOMPOS","B",345,1.3,0.39
523398,"JCHAC","A",2320,8.85,0.39
524632,"SHUKRAPHAR","XT",66.95,0.25,0.39
532741,"KAMDHENU","B",185,0.7,0.39
532952,"NAHARCAP","B",230.4,0.85,0.39
500193,"HLVLTD","B",10.74,0.04,0.38
500336,"SURYAROSNI","A",547.75,2.05,0.38
539336,"GUJGAS","A",685,2.6,0.38
541276,"HARDWYN","M",54,0.2,0.38
500339,"RAIN","A",234.8,0.85,0.37
506405,"DHARAMSI","X",375,1.35,0.37
511559,"TIMESGTY","B",55.6,0.2,0.37
513434,"TATAMETALI","A",1290.05,4.65,0.37
533573,"APLLTD","A",992,3.55,0.37
540268,"DHANVARSHA","X",792,2.85,0.37
542034,"SMGOLD","B",107.55,0.4,0.37
500174,"GLFL","B",2.85,0.01,0.36
500307,"NIRLON","A",296,1.05,0.36
526775,"VALIANT","X",71.2,0.25,0.36
532751,"EASUNREYRL","Z",2.92,0.01,0.36
532985,"KTKSENSEX","B",556.9,2,0.36
532927,"ECLERX","T",2264.25,7.8,0.35
590104,"JUNIORBEES","B",410.5,1.42,0.35
500144,"FINCABLES","A",541.8,1.8,0.34
500147,"COCKERILL","X",949.95,3.2,0.34
500570,"TATAMOTORS","A",315.4,1.05,0.34
509480,"BERGEPAINT","A",853.1,2.85,0.34
513063,"TRANSFRE","XT",12.24,0.04,0.34
533644,"UJAAS","T",3.04,0.01,0.34
539032,"FRASER","X",8.9,0.03,0.34
542867,"CSBBANK","A",368,1.2,0.34
500249,"KSB","A",1082,3.5,0.33
500458,"KORE","XT",3.19,0.01,0.33
500820,"ASIANPAINT","A",3009.5,9.9,0.33
507685,"WIPRO","A",589,1.9,0.33
531599,"FDC","A",388.3,1.25,0.33
539883,"PILANIINVS","A",2019.5,6.65,0.33
509567,"GOACARBON","T",403.7,1.25,0.32
522122,"VOITHPAPR","X",1218,3.8,0.32
523385,"NILKAMAL","A",2538.95,8,0.32
524735,"HIKAL","A",526.75,1.65,0.32
531307,"RRIL","XT",12.8,0.04,0.32
532339,"COMPUSOFT","T",16,0.05,0.32
533286,"MOIL","A",191.1,0.6,0.32
517059,"SALZER","B",184,0.55,0.31
523369,"DCMSRMIND","X",458,1.4,0.31
532424,"GODREJCP","A",959.45,2.95,0.31
539986,"COMSYN","B",145,0.45,0.31
543271,"JUBLINGREA","B",573.15,1.75,0.31
543279,"SURYODAY","B",211.85,0.65,0.31
502450,"SESHAPAPER","A",218.65,0.65,0.3
522257,"RAJOOENG","X",35.5,0.1,0.3
524230,"RCF","A",86.2,0.25,0.3
532928,"TRIL","B",34.2,0.1,0.3
541556,"RITES","A",289,0.85,0.3
505744,"FMGOETZE","A",313.95,0.9,0.29
506260,"ANUHPHR","X",142,0.4,0.29
516032,"SARDAPPR","XT",3.41,0.01,0.29
521163,"ZODIACLOTH","B",143.55,0.4,0.29
532459,"FAZE3AUTO","X",105,0.3,0.29
532522,"PETRONET","A",222.15,0.65,0.29
500058,"BIHSPONG","XT",11.05,0.03,0.28
506401,"DEEPAKNI","A",1974,5.45,0.28
521064,"TRIDENT","A",18.1,0.05,0.28
532155,"GAIL","A",145.1,0.4,0.28
506879,"GUJTHEM","X",392.75,1.05,0.27
519091,"TASTYBIT","A",19399.85,50.8,0.27
531802,"PRERINFRA","X",20,0.05,0.27
532529,"NDTV","B",76.8,0.2,0.27
540596,"ERIS","A",790,2.05,0.27
500124,"DRREDDY","A",5450.3,14.25,0.26
500407,"SWARAJENG","A",1783.2,4.65,0.26
504614,"SARDAEN","T",655,1.7,0.26
515008,"MODINSU","XT",60.55,0.15,0.26
532380,"BABA","XT",20.5,0.05,0.26
532413,"CEREBRAINT","B",60,0.15,0.26
535566,"KIFS","X",39,0.1,0.26
539235,"GPL","X",195,0.5,0.26
506767,"ALKYLAMINE","A",3822.5,9.3,0.25
509079,"GUFICBIO","B",187.05,0.45,0.25
524520,"KMCSHIL","X",40.75,0.1,0.25
532335,"AMBICAAGAR","B",20.85,0.05,0.25
505141,"SCOOTER","T",42.4,0.1,0.24
507998,"SIMMOND","X",42.2,0.1,0.24
523373,"MINID","XT",4.2,0.01,0.24
523411,"ADCINDIA","X",276.5,0.65,0.24
526299,"MPHASIS","A",2422.05,5.65,0.24
532987,"RBL","B",1090.9,2.6,0.24
540702,"LASA","B",87.1,0.2,0.24
508963,"STRLGUA","XT",4.5,0.01,0.23
509020,"RUCHINFRA","T",8.8,0.02,0.23
538772,"NIYOGIN","X",88.5,0.2,0.23
543243,"EQUITASBNK","B",67.2,0.15,0.23
500429,"UNIPHOS","B",140,0.3,0.22
506690,"UNICHEMLAB","A",340,0.75,0.22
517554,"NHCFOODS","X",9.15,0.02,0.22
524542,"SUKHJITS","X",260.9,0.55,0.22
532485,"BLIL","B",489.85,1.05,0.22
532827,"PAGEIND","A",33480,73.5,0.22
540755,"GICRE","A",191.2,0.4,0.22
543257,"IRFC","B",23.55,0.05,0.22
543311,"IPL","B",345,0.75,0.22
500547,"BPCL","A",450.6,0.95,0.21
517168,"SUBROS","A",339.1,0.7,0.21
522064,"HONDAPOWER","A",1234.1,2.6,0.21
530163,"KERALAYUR","X",72.75,0.15,0.21
530313,"KIMIABL","X",47.9,0.1,0.21
539470,"SHREEGANES","X",119,0.25,0.21
542724,"EARUM","M",72.75,0.15,0.21
522034,"SHANTIGEAR","B",154.9,0.3,0.2
524208,"AARTIIND","A",861,1.75,0.2
524522,"LAFFANSQ","X",25.2,0.05,0.2
532730,"SGL","B",15,0.03,0.2
539216,"GARMNTMNTR","B",130.75,0.25,0.2
540727,"POOJA","M",25.25,0.05,0.2
500133,"ESABINDIA","A",1953.4,3.7,0.19
532486,"POKARNA","B",379.5,0.7,0.19
532524,"PTC","A",104.75,0.2,0.19
533271,"ASHOKA","A",111.8,0.2,0.19
541540,"SOLARA","A",1681.4,3.15,0.19
500790,"NESTLEIND","A",17714.7,31.3,0.18
526227,"FILATEX","B",114.4,0.2,0.18
532779,"TORNTPOWER","A",484.35,0.85,0.18
514394,"AJIL","Z",29,0.05,0.17
532819,"MINDTREE","A",2746.4,4.6,0.17
535667,"IFINSEC","XT",11.84,0.02,0.17
543210,"AARTISURF","B",1400,2.3,0.17
500413,"THOMASCOOK","A",63,0.1,0.16
504258,"LAKSELEC","X",432.95,0.7,0.16
511714,"NIMBSPROJ","XT",31.7,0.05,0.16
531737,"GREENCREST","X",6.38,0.01,0.16
532828,"AMDIND","B",32,0.05,0.16
522001,"CRANEX","X",13.7,0.02,0.15
530215,"KINGSINFR","X",35.85,0.05,0.15
532181,"GMDCLTD","A",69.2,0.1,0.15
535276,"SBISENSEX","B",559.99,0.85,0.15
506222,"INEOSSTYRO","B",1443.3,2.05,0.14
530343,"GENUSPOWER","B",73.9,0.1,0.14
536493,"JK AGRI","XT",869,1.2,0.14
539148,"SHIVALIK","X",960,1.3,0.14
500128,"ELECTCAST","B",38.15,0.05,0.13
513023,"NBVENTURES*","A",117.8,0.15,0.13
526947,"LAOPALA","A",277.05,0.35,0.13
539784,"LICNFNHGP","B",164.35,0.21,0.13
540198,"OSIAJEE","X",39.85,0.05,0.13
541578,"VARROC","A",356,0.45,0.13
542131,"MAN50ETF","B",166.65,0.22,0.13
505714,"GABRIEL","A",131.9,0.15,0.12
517569,"KEI","A",719.65,0.8,0.11
530233,"AUROLAB","X",184.6,0.2,0.11
532290,"BLBLIMITED","B",9.74,0.01,0.11
532689,"PVR","A",1377,1.55,0.11
538057,"CPSEETF","B",26.28,0.03,0.11
543246,"MAESGETF","B",27.15,0.03,0.11
512175,"VAMA","X",10,0.01,0.1
517421,"BUTTERFLY","T",788,0.75,0.1
524816,"NATCOPHARM","A",1113,1.15,0.1
500418,"TOKYOPLAST","B",114.6,0.1,0.09
500696,"HINDUNILVR","A",2429,2.1,0.09
530549,"SHILPAMED","A",618.5,0.55,0.09
540935,"GALAXYSURF","A",3165.85,2.8,0.09
500180,"HDFCBANK","A",1530,1.2,0.08
500444,"WSTCSTPAPR","A",264.2,0.2,0.08
506618,"PUNJABCHEM","B",1445.85,1.1,0.08
512070,"UPL","A",852.5,0.65,0.08
523630,"NFL","A",63.75,0.05,0.08
524494,"IPCALAB","A",2114.95,1.75,0.08
533398,"MUTHOOTFIN","A",1581.15,1.3,0.08
541195,"MIDHANI","A",201.3,0.15,0.08
500338,"PRSMJOHNSN","A",142.4,0.1,0.07
500870,"CASTROLIND","A",144.15,0.1,0.07
524091,"ACRYSIL","B",642,0.4,0.07
527001,"ASHAPURMIN","T",145.5,0.1,0.07
533576,"VASWANI","B",14.8,0.01,0.07
537291,"NATHBIOGEN","A",381,0.25,0.07
541729,"HDFCAMC","A",3289.25,2.25,0.07
590086,"ORISSAMINE","B",3280,2.15,0.07
500068,"DISAQ","X",5400,3.35,0.06
524717,"TITANBIO","X",350,0.2,0.06
541988,"AAVAS","A",2915,1.65,0.06
502175,"SAURASHCEM","X",98,0.05,0.05
517417,"PATELSAI","X",214.8,0.1,0.05
532400,"BSOFT","A",434.4,0.2,0.05
537007,"ICICINIFTY","B",170.69,0.09,0.05
539201,"SATIA","A",110.8,0.05,0.05
540679,"SMSLIFE","B",757,0.35,0.05
505509,"RESPONIND","A",138.4,0.05,0.04
506734,"MYSORPETRO","X",119.7,0.05,0.04
509525,"EMPIND","X",919.8,0.35,0.04
533179,"PERSISTENT","A",2915,1.25,0.04
540749,"MASFIN","A",898,0.35,0.04
543261,"BIRET","IF",267.39,0.11,0.04
590103,"NIFTYBEES","B",171.83,0.07,0.04
501301,"TATAINVEST","A",1179.95,0.35,0.03
502157,"MANGLMCEM","A",400.3,0.1,0.03
530005,"INDIACEM","A",195.85,0.05,0.03
540180,"VBL","A",800,0.25,0.03
500034,"BAJFINANCE","A",6190.95,1.1,0.02
539874,"UJJIVAN","A",246.2,0.05,0.02
542011,"GRSE","A",204,0.05,0.02
500247,"KOTAKBANK","A",1761.9,0.25,0.01
