"Security Code","Security Name","Group","LTP","Chg","% Chg"
521097,"AMARJOTHI","X",187.5,31.25,20
530789,"CEEJAY","X",105.9,17.65,20
543235,"ANGELBRKG","B",1274.45,212.4,20
514030,"DEEPAKSP","X",259.65,43.25,19.99
530643,"ECORECO","X",81.35,13.55,19.99
531688,"PRITHVIEXCH","X",27.4,4.55,19.91
541053,"EIS","M",1379,228.8,19.89
532372,"VIRINCHI","X",77.2,12.55,19.5
539518,"UDAYJEW","X",145.35,22.25,18.37
532782,"SUTLEJTEX","B",77.3,10.55,16.37
531082,"ALANKIT","B",22.6,2.85,15.12
514036,"LOYALTEX","X",859.7,106.05,14.69
532528,"DATAMATICS","B",261.2,31.65,14.45
531297,"ARTEFACT","X",43.95,5.45,14.42
532764,"GEECEE","B",188.6,22.1,13.53
504000,"ELPROINTL","X",68.8,7.65,13.34
532175,"CYIENT","A",1091.4,114.25,12.06
533284,"RPPINFRA","B",93.2,9.3,11.97
532809,"FSL","A",235.9,24.4,11.89
542865,"ANUROOP","M",11.5,1.15,11.5
540725,"SHAREINDIA","B",548,53.45,11
540192,"LKPSEC","X",15.74,1.51,10.99
533982,"TERASOFT","B",84.9,7.75,10.88
500078,"OAL","B",1017.9,90.7,10.38
532892,"MOTILALOFS","A",1179,105.25,10.31
503349,"VICTMILL","X",3355.2,305,10
507779,"KANPRPLA","B",280,25.45,10
511034,"JINDRILL","B",135.9,12.35,10
532989,"BAFNAPHARM","B",164.45,14.95,10
542845,"NIEHSPJ","B",8.7,0.79,9.99
506852,"PACL","X",90.45,8.2,9.97
531273,"RADHEDE","X",12.58,1.14,9.97
539252,"SCFL","B",15.44,1.4,9.97
503101,"MARATHON","B",87.2,7.9,9.96
522029,"WINDMACHIN","B",35.4,3.2,9.94
542804,"NIESSPJ","B",46.5,4.2,9.93
543186,"11DPD","B",5.98,0.54,9.93
543176,"11MPR","B",4.55,0.41,9.9
543173,"11DPR","B",5,0.45,9.89
532698,"NITINSPIN","B",183.8,16.15,9.83
530825,"DAIKAFFI","X",38.75,3.45,9.79
522152,"SOLIMAC","X",45.5,4.05,9.78
542046,"VIVIDM","M",28.25,2.5,9.71
526747,"PGFOILQ","X",179.5,15.8,9.68
511505,"CAPITALT","B",116.8,10.25,9.65
542460,"ANUP","B",984.8,84.4,9.53
531861,"JOINDRE","X",30.55,2.6,9.35
542839,"NIEHSPD","B",1.29,0.11,9.32
542837,"NIESSPE","B",3.31,0.28,9.3
511501,"BHARAT","X",26,2.1,9.17
504605,"UNIABEXAL","X",690,56.05,9.11
530655,"GOODLUCK","B",177.5,14.7,9.11
532212,"ARCHIES","B",24.3,1.9,9.05
532305,"INDSWFTLAB","B",116.4,9.55,9.05
539268,"SYNGENE","A",699.95,54.6,8.9
531637,"PRAVEG","X",108.5,8.15,8.87
532285,"GEOJITFSL","B",102.65,7.8,8.75
514175,"VARDMNPOLY","B",24.25,1.9,8.62
512381,"STARTECK","X",123.55,9.6,8.54
520056,"SUNCLAYLTD","A",4244.95,304.85,8.47
516110,"SCANDENT","X",24.3,1.85,8.37
533761,"GPTINFRA","B",107.75,7.85,8.36
514322,"KAMADGIRI","X",60,4.25,8.25
523329,"ELDEHSG","X",3260,236.1,8.2
524324,"SEYAIND","B",70.7,5.25,8.12
533427,"VMS","X",18.09,1.32,8.02
542848,"NIESSPM","B",13.6,1.01,8.02
534691,"COMCL","X",10,0.74,8
512018,"CNIRESLTD","X",2.06,0.15,7.98
523269,"ADVANIHOTR","B",73.35,5.3,7.95
532869,"TARMAT","B",85.4,5.75,7.95
533285,"RDBRIL","X",34,2.45,7.92
522229,"TANAA","X",47.2,3.4,7.9
523116,"SANCTRN","X",403.5,28.65,7.81
511605,"ARIHCAPM","B",189,12.6,7.8
532822,"IDEA","A",9.64,0.68,7.75
514043,"HIMATSEIDE","A",248.55,17.6,7.72
543263,"SMCGLOBAL","B",102.5,7.15,7.71
500267,"MAJESAUT","X",168.4,11.9,7.69
533336,"DHUNINV","B",670,47.05,7.66
590073,"WHEELS","B",748.8,52.85,7.62
518091,"APCL","B",438,30.4,7.6
542772,"IIFLWAM","A",1444,97.55,7.6
509438,"BENARAS","X",1799.45,124.05,7.58
542333,"RPSGVENT","A",645,45.05,7.58
532053,"WALLFORT","X",57.95,3.9,7.36
517271,"HBLPOWER","B",54.8,3.7,7.35
530315,"HINDTIN","X",108.35,7.25,7.3
539814,"LELAVOIR","X",53.3,3.5,7.22
541301,"ORIENTELEC","A",335.9,22.45,7.22
526596,"LIBERTSHOE","B",186.05,12.15,7.16
523367,"DCMSHRIRAM","A",1049,67.45,7.14
526409,"KKALPANAIND","X",49.5,3.1,7.01
532300,"WOCKPHARMA","A",576,37.45,7
542830,"IRCTC","A",2458,158.05,6.97
513097,"SHBCLQ","B",128.3,8.25,6.91
500074,"BPL","B",42.65,2.7,6.9
504067,"ZENSARTECH","A",383.9,24.3,6.89
513269,"MANINDS","B",121.45,7.55,6.84
523550,"KRYPTONQ","X",19.9,1.2,6.78
526397,"ALPHAGEO","B",330,20.45,6.72
513532,"PRADPME","X",63.75,3.9,6.71
533506,"INVENTURE","B",3.85,0.23,6.48
540084,"SPICY","M",3.95,0.24,6.47
502986,"VTL","A",1737.6,103.55,6.44
540212,"TCIEXP","A",1634,95.3,6.41
505700,"ELECON","B",143.95,8.5,6.39
539353,"SALAUTO","X",220,12.95,6.39
532796,"LUMAXTECH","B",172,10.1,6.28
524330,"JAYAGROGN","B",244.25,14.25,6.22
533260,"CAREERP","B",152.1,8.7,6.22
531201,"SHILCTECH","X",217.5,12.55,6.21
500264,"MAFATIND","X",192,11,6.18
530697,"ZENLABS","X",46.7,2.4,6.16
541095,"ABSLRIF6DD","B",10.02,0.55,6.03
523708,"EIMCOELECO","B",517.35,28.3,6.02
506105,"STANROS","X",110,6.05,5.93
540824,"ASTRON","B",74.4,3.95,5.85
543245,"GLAND","B",3998.3,216.3,5.78
540048,"SPAL","B",330,16.55,5.72
500333,"PIXTRANS","X",740,38.25,5.71
505250,"GGDANDE","X",58.4,3,5.71
532616,"XCHANGING","B",98.95,5.2,5.7
523537,"APMIN","X",35.6,1.9,5.66
526729,"GOLDIAM","B",604.3,31.65,5.65
517562,"TRIGYN","B",152.5,7.95,5.64
540767,"NAM-INDIA","A",439,22.35,5.64
504918,"SANDUMA","X",2095,109.95,5.62
514165,"INDIANACRY","X",20.23,1.05,5.61
532756,"MAHINDCIE","A",253.5,13.3,5.61
530589,"PRIMAPLA","X",165.75,8.4,5.59
531234,"VICTORYPP","X",115,5.9,5.57
533303,"BFINVEST","A",422.5,21.75,5.54
532745,"INDICAP","X",54.5,2.75,5.51
522217,"GUJAPOLLO","B",244.4,12.35,5.49
540497,"SCHAND","B",142,7.3,5.48
505872,"WPIL","X",1121.55,55.95,5.45
542773,"IIFLSEC","A",125.7,6.2,5.45
532915,"RELIGARE","A",151.8,7.6,5.44
512529,"SEQUENT","A",307,15.4,5.35
541179,"ISEC","A",802.05,38.8,5.34
505590,"SVPGLOB","B",113,5.45,5.25
514428,"HINDADH","X",304,14.5,5.25
521018,"MARALOVER","B",59,2.9,5.24
542847,"NIESSPL","B",2.72,0.13,5.24
533169,"MANINFRA","B",60.85,3,5.21
532234,"NATIONALUM","A",88.7,4.35,5.18
541742,"TVF2D","B",13,0.64,5.18
513369,"RJKMRFR","X",67.9,3.2,5.12
542843,"NIEHSPG","B",6.6,0.31,5.12
526849,"BANARBEADS","B",80,3.5,5.07
500143,"PHCAP","X",53.55,2.55,5
500240,"KINETICENG","XT",64.05,3.05,5
501295,"IITL","B",72.5,3.45,5
501421,"TECHNVISN","XT",189,9,5
502901,"JAMSHRI","XT",4488.05,213.55,5
503127,"RAJABAH","XT",10161.35,483.85,5
504176,"HIGHENE","X",2289.2,109,5
506605,"POLYCHEM","X",671.4,31.95,5
508905,"SMIFS","X",42,2,5
509026,"VJTFEDU","XT",60.9,2.9,5
511355,"INDCEMCAP","XT",7.14,0.34,5
513043,"REMIEDEL","X",30.45,1.45,5
513507,"GUJCONT","P",35.7,1.7,5
517356,"ACIIN","XT",0.84,0.04,5
517370,"INCAP","XT",24.15,1.15,5
521054,"KAKTEX","XT",1.47,0.07,5
521133,"GEMSPIN","P",1.89,0.09,5
521200,"SURYALAXMI","T",67.25,3.2,5
521228,"TATIAGLOB","XT",1.26,0.06,5
521240,"SAMBANDAM","XT",229.95,10.95,5
523054,"ZBINTXPP","XT",775.55,36.9,5
523100,"COSMOFE","X",49.35,2.35,5
523419,"TNTELE","T",11.35,0.54,5
524342,"INDOBORAX","X",1642.35,78.2,5
526081,"SCAGRO","XT",7.14,0.34,5
526473,"ELEFLOR","XT",3.99,0.19,5
526506,"SYSTMTXC","X",252,12,5
526839,"SIPL","X",11.55,0.55,5
526981,"SHBAJRG","X",329.75,15.7,5
530177,"SPSINT","X",5.46,0.26,5
530201,"KALLAM","X",21.63,1.03,5
530265,"SAINIK","X",19.95,0.95,5
530421,"KUWERIN","XT",6.93,0.33,5
530585,"SWASTIKA","X",152.35,7.25,5
531069,"VIJSOLX","XT",3342.9,159.15,5
531360,"GOLECHA","X",8.4,0.4,5
531412,"RADIXIND","XT",39.9,1.9,5
531449,"GRMOVER","XT",820.55,39.05,5
531930,"SARTHAKIND","X",62,2.95,5
532378,"UNIVARTS","X",1.26,0.06,5
532425,"GENUSPRIME","XT",5.88,0.28,5
532470,"MPFSL","XT",7.98,0.38,5
532859,"HGS","T",3116.65,148.4,5
532957,"GOKAKTEX","XT",28.35,1.35,5
533018,"SIMPLXMIL","X",22.05,1.05,5
534338,"MAXHEIGHTS","X",14.7,0.7,5
534732,"INTELLADV","XT",4.2,0.2,5
538395,"NAM","X",32.55,1.55,5
538540,"RLFL","XT",0.42,0.02,5
538611,"RTFL","X",11.34,0.54,5
538714,"SUCHITRA","X",72.45,3.45,5
538890,"MKEXIM","X",65.1,3.1,5
538952,"ALFL","XT",1.05,0.05,5
539012,"MEGRISOFT","XT",57.75,2.75,5
539177,"AIIL","XT",1139.75,54.25,5
539854,"HALDER","X",326.55,15.55,5
539884,"DARSHANORNA","T",39.9,1.9,5
540135,"ARCFIN","X",7.35,0.35,5
540205,"AVL","B",1008.45,48,5
540776,"5PAISA","B",552.45,26.3,5
542905,"SHIL","T",391.95,18.65,5
543284,"EKI","M",1016.65,48.4,5
543297,"IWEL","T",576.9,27.45,5
590005,"TIDEWATER","T",15863.25,755.35,5
590013,"XPROINDIA","T",254.25,12.1,5
500206,"MARGOFIN","X",17.26,0.82,4.99
500296,"NAHARSPING","T",307.45,14.6,4.99
501477,"MULLER","XT",170.5,8.1,4.99
504648,"BOMBWIR","XT",6.31,0.3,4.99
507813,"NOL","X",49.4,2.35,4.99
508956,"HBLEAS","XT",3.58,0.17,4.99
509945,"THACKER","XT",321.75,15.3,4.99
513173,"STLSTRINF","XT",14.94,0.71,4.99
514113,"ADINATH","XT",9.04,0.43,4.99
514128,"KONARKSY","XT",11.58,0.55,4.99
514138,"SURYALA","X",350.3,16.65,4.99
516003,"DUROPLY","X",108.35,5.15,4.99
517536,"ONWARDTEC","T",257.95,12.25,4.99
521222,"SANBLUE","X",18.11,0.86,4.99
522091,"UVDRHOR","X",48.35,2.3,4.99
523186,"BAPACK","XT",151.6,7.2,4.99
524458,"INDOEURO","XT",15.35,0.73,4.99
524606,"BERLDRG","XT",9.88,0.47,4.99
526654,"THAKDEV","X",77.8,3.7,4.99
531337,"JUMPNET","B",10.52,0.5,4.99
532011,"POOJAENT","XT",136.8,6.5,4.99
532761,"HOVS","B",67.3,3.2,4.99
532780,"PARSVNATH","B",15.35,0.73,4.99
532896,"MAGNUM","T",10.74,0.51,4.99
533262,"RAMKY","T",190.4,9.05,4.99
534612,"AMTL","X",14.52,0.69,4.99
538970,"WARDINMOBI","XT",76.8,3.65,4.99
539013,"GITARENEW","XT",131.55,6.25,4.99
542667,"WORL","B",201.95,9.6,4.99
500239,"KGDENIM","XT",51.65,2.45,4.98
500337,"PRIMESECU","B",89.65,4.25,4.98
501848,"GLOBOFFS","X",18.77,0.89,4.98
503092,"PASUSPG","XT",19.38,0.92,4.98
504882,"NATIONSTD","XT",1019,48.3,4.98
506184,"KANANIIND","T",11.18,0.53,4.98
506525,"KANORICHEM","B",162.2,7.7,4.98
507609,"OLYOI","XT",55.9,2.65,4.98
509546,"GRAVISSHO","X",17.06,0.81,4.98
514266,"ZENIFIB","XT",61.15,2.9,4.98
516092,"3PLAND","B",16.44,0.78,4.98
517344,"MINDTECK","B",91.65,4.35,4.98
521180,"SUPERSPIN","T",11.81,0.56,4.98
524818,"DYNAMIND","XT",93.75,4.45,4.98
526025,"GLOBUSCON","X",11.59,0.55,4.98
526761,"HOWARHO","XT",6.95,0.33,4.98
530167,"MONGIPA","XT",15.39,0.73,4.98
530601,"JAGSONFI","XT",2.95,0.14,4.98
530925,"RAMSONS","XT",13.69,0.65,4.98
531310,"AVAILFC","X",68.45,3.25,4.98
531494,"NAVBLDR","XT",29.5,1.4,4.98
531582,"BERYLSE","XT",9.06,0.43,4.98
531819,"NUWAY","XT",8.44,0.4,4.98
532723,"MPDL","XT",10.12,0.48,4.98
533108,"BTTL","X",15.61,0.74,4.98
533317,"OMKARCHEM","B",10.32,0.49,4.98
536565,"TRIMURTHI","XT",8.64,0.41,4.98
539409,"NEERAJ","XT",14.33,0.68,4.98
540204,"NIDL","XT",81.15,3.85,4.98
540694,"ANG","M",203.55,9.65,4.98
540782,"SBRANDS","M",7.59,0.36,4.98
540874,"7SEASL","XT",16.66,0.79,4.98
500016,"ARUNAHTEL","XT",23.65,1.12,4.97
500426,"UTLINDS","X",10.34,0.49,4.97
502448,"ROLLT","B",3.38,0.16,4.97
507180,"KESARENT","X",140.4,6.65,4.97
509069,"INFOMEDIA","B",4.65,0.22,4.97
511730,"TRCFIN","X",12.24,0.58,4.97
511768,"MASTERTR","X",145.8,6.9,4.97
512103,"NIDHGRN","X",68.65,3.25,4.97
512197,"SILVERO","Z",3.59,0.17,4.97
512297,"SHANTAI","X",25.35,1.2,4.97
514034,"JBFIND","T",36.95,1.75,4.97
514330,"ONEGLOBAL","X",18.38,0.87,4.97
517300,"GIPCL","A",92.2,4.3,4.97
517522,"RAJGLOWIR","T",1741.65,82.45,4.97
524614,"INDXTRA","XT",24.08,1.14,4.97
524661,"WELCURE","X",4.86,0.23,4.97
526133,"SUPERTEX","X",8.66,0.41,4.97
526367,"GANESHHOUC","T",130.9,6.2,4.97
526687,"POLOHOT","Z",5.49,0.26,4.97
526853,"BI","X",98.15,4.65,4.97
526961,"TRANSFIN","XT",16.9,0.8,4.97
530171,"DAULAT","XT",9.71,0.46,4.97
531334,"VIKALPS","XT",7.6,0.36,4.97
531338,"MILESTONE","X",10.98,0.52,4.97
531444,"VARDHMAN","XT",10.34,0.49,4.97
531661,"HITTCO","XT",4.01,0.19,4.97
532035,"UNISTRMU","XT",8.87,0.42,4.97
532641,"NDL","T",63.35,3,4.97
532674,"BASML","T",85.5,4.05,4.97
532907,"IL&FSENGG","Z",6.13,0.29,4.97
533676,"INDOTHAI","T",62.35,2.95,4.97
533941,"THOMASCOTT","T",11.19,0.53,4.97
534597,"RTNINDIA","T",52.8,2.5,4.97
538610,"UNISON","XT",46.45,2.2,4.97
539042,"AGIIL","B",124.5,5.9,4.97
540023,"COLORCHIPS","XT",57,2.7,4.97
540403,"CLEDUCATE","B",140.4,6.65,4.97
541303,"AKSHAR","M",12.88,0.61,4.97
504008,"EMCO","Z",2.54,0.12,4.96
513460,"MAHALXSE","Z",5.93,0.28,4.96
513472,"SIMPLEXCAS","XT",50.8,2.4,4.96
519136,"NAHARINDUS","B",108,5.1,4.96
519477,"CIANAGRO","XT",47.6,2.25,4.96
530053,"REALECO","XT",13.11,0.62,4.96
530249,"BRIDGESE","XT",16.71,0.79,4.96
530309,"CHANDRAP","X",88.8,4.2,4.96
531158,"CATVISION","XT",12.06,0.57,4.96
531268,"B2BSOFT","XT",47.6,2.25,4.96
531460,"CONTICON","XT",4.44,0.21,4.96
531503,"MARIS","XT",67.7,3.2,4.96
532410,"TRANSCOR","XT",16.93,0.8,4.96
532441,"RAINBOWDQ","XT",2.96,0.14,4.96
532467,"HAZOOR","XT",17.58,0.83,4.96
532604,"SALSTEEL","T",11,0.52,4.96
535621,"SVGLOBAL","XT",64.6,3.05,4.96
537392,"TAAZAINT","X",4.02,0.19,4.96
537820,"VFL","T",1.48,0.07,4.96
538920,"SPACEAGE","XT",70.95,3.35,4.96
541006,"ANGEL","M",22.86,1.08,4.96
543298,"VINEETLAB","B",102.55,4.85,4.96
590057,"PROSEED","B",11.84,0.56,4.96
500284,"LORDSCHLO","X",51.95,2.45,4.95
509048,"LANCORHOL","X",8.9,0.42,4.95
509449,"BHAGWOX","XT",30.75,1.45,4.95
511577,"SAVFI","XT",9.97,0.47,4.95
512425,"NIRAVCOM","X",605.25,28.55,4.95
512477,"BETXIND","X",82.75,3.9,4.95
514211,"SUMEETINDS","T",12.3,0.58,4.95
517399,"VXLINSTR","XT",7.64,0.36,4.95
519331,"VSFPROJ","XT",9.97,0.47,4.95
520121,"ARCEEIN","X",11.02,0.52,4.95
521014,"EUROTEXIND","T",11.02,0.52,4.95
521242,"KANDAGIRI","X",14.64,0.69,4.95
524031,"PATIDAR","X",4.45,0.21,4.95
526231,"STDSFAC","XT",63.6,3,4.95
526235,"MERCATOR","T",2.97,0.14,4.95
526604,"LIPPISYS","XT",13.36,0.63,4.95
531153,"DILIGENT","XT",9.97,0.47,4.95
531994,"AUTOPINS","X",85.95,4.05,4.95
532368,"BCG","B",40.25,1.9,4.95
532444,"TSPIRITUAL","XT",1.06,0.05,4.95
532629,"MBECL","T",12.51,0.59,4.95
533122,"RTNPOWER","T",7.63,0.36,4.95
534422,"LOOKS","XT",14.83,0.7,4.95
537326,"CHEMTECH","T",11.46,0.54,4.95
538923,"SOFCOM","XT",18.86,0.89,4.95
539304,"CANOPYFIN","XT",31.8,1.5,4.95
500306,"JAYKAY","X",44.6,2.1,4.94
504378,"NYSSACORP","XT",7.01,0.33,4.94
506858,"GUJPETR","XT",64.8,3.05,4.94
508922,"MSRINDIA","XT",13.18,0.62,4.94
511654,"SUGALDAM","X",8.92,0.42,4.94
513693,"KAJARIR","X",63.7,3,4.94
514274,"AARVEEDEN","T",24.45,1.15,4.94
514470,"WINSOMTX","T",62.65,2.95,4.94
519031,"SHAHFOOD","X",25.5,1.2,4.94
523710,"SAYAJIHOTL","XT",243.25,11.45,4.94
524592,"JDORGOCHEM","X",4.67,0.22,4.94
527005,"SHREEPAC","X",14.87,0.7,4.94
530185,"SURATEX","X",11.25,0.53,4.94
530207,"BRAWN","XT",24.45,1.15,4.94
531616,"STARCOM","XT",246.4,11.6,4.94
531813,"GANGAPA","XT",75.4,3.55,4.94
531925,"SHAQUAK","XT",1.7,0.08,4.94
531972,"TRIDETOOL","Z",8.92,0.42,4.94
531996,"ODYCORP","X",3.4,0.16,4.94
532123,"BSELINFRA","B",1.7,0.08,4.94
532124,"RELIABVEN","XT",10.84,0.51,4.94
532141,"ANDHRACEMT","T",25.5,1.2,4.94
532217,"SIELFNS","X",14.44,0.68,4.94
532712,"RCOM","B",4.04,0.19,4.94
532820,"ELAND","XT",4.89,0.23,4.94
535958,"INTEGRA","T",4.04,0.19,4.94
539096,"AANANDALAK","X",3.4,0.16,4.94
539174,"HELPAGE","XT",11.89,0.56,4.94
539384,"KRISHNACAP","XT",7.01,0.33,4.94
540829,"CHANDRIMA","XT",4.04,0.19,4.94
540901,"PRAXIS","B",45.7,2.15,4.94
541999,"GENERAAGRI","X",2.55,0.12,4.94
542206,"NIVAKA","X",8.08,0.38,4.94
500313,"OILCOUNTUB","T",7.23,0.34,4.93
506935,"CONTCHM","XT",35.15,1.65,4.93
511628,"IMCAP","X",42.6,2,4.93
514197,"STCORP","XT",23.4,1.1,4.93
517214,"DIGISPICE","T",52.1,2.45,4.93
517397,"PANELEC","XT",41.5,1.95,4.93
519299,"PRIMIND","Z",8.73,0.41,4.93
521234,"SRINACHA","XT",47.85,2.25,4.93
522101,"KLBRENG-B","XT",34.05,1.6,4.93
523722,"SVAMSOF","XT",3.83,0.18,4.93
526614,"EXPOGAS","XT",6.38,0.3,4.93
530133,"AMCOIND","X",42.6,2,4.93
530263,"GLOBALCA","Z",2.98,0.14,4.93
531033,"REGAL","X",4.9,0.23,4.93
532320,"VAARAD","XT",11.91,0.56,4.93
532992,"CHLLTD","XT",10.64,0.5,4.93
533344,"PFS","A",23.05,1.05,4.93
538787,"GBFL","XT",7.23,0.34,4.93
538817,"CAPPIPES","M",45.8,2.15,4.93
539278,"SYMBIOX","XT",1.49,0.07,4.93
539404,"SATIN","A",94.5,4.4,4.93
539598,"ORACLECR","XT",29.8,1.4,4.93
539982,"ASYL","T",12.76,0.6,4.93
506808,"TUTIALKA","X",12.79,0.6,4.92
511507,"USHAKIRA","XT",9.81,0.46,4.92
519174,"ASHAI","XT",10.23,0.48,4.92
522027,"EMAINDIA","XT",11.3,0.53,4.92
524572,"PHARMAID","XT",16,0.75,4.92
526471,"WINSOMBR","XT",11.94,0.56,4.92
526901,"SONALAD","X",6.83,0.32,4.92
530111,"RAJPACK","X",40.5,1.9,4.92
530213,"FORINTL","XT",36.25,1.7,4.92
531784,"KCLINFRA","XT",4.69,0.22,4.92
532801,"CTE","B",64.05,3,4.92
538212,"SHARPINV","XT",0.64,0.03,4.92
538607,"TOYAMIND","X",2.77,0.13,4.92
539221,"SPORTKING","XT",2801,131.35,4.92
539938,"MIL","XT",44.8,2.1,4.92
539985,"TITAANIUM","M",6.82,0.32,4.92
540146,"ACML","M",55.4,2.6,4.92
542446,"JONJUA","M",17.05,0.8,4.92
505737,"INTLCOMBQ","X",237.5,11.1,4.91
511208,"IVC","T",6.62,0.31,4.91
512481,"POLYTEX","Z",4.27,0.2,4.91
512604,"HARIAEXPO","X",4.27,0.2,4.91
522289,"NMSRESRC","XT",10.25,0.48,4.91
523105,"ZPPOLYSA","XT",75.8,3.55,4.91
526683,"HOTELRUGBY","T",3.42,0.16,4.91
531176,"MEFCOMCAP","X",10.89,0.51,4.91
531778,"KACHCHH","X",6.63,0.31,4.91
532042,"FRONTCORP","XT",10.47,0.49,4.91
532379,"FIRSTOBJ","X",5.77,0.27,4.91
532656,"FACORALL","X",5.98,0.28,4.91
532744,"GTNTEX","B",9.19,0.43,4.91
538451,"WORTH","XT",18.15,0.85,4.91
500191,"HMT","Z",37.5,1.75,4.9
503624,"ZSVARAJT","XT",6.42,0.3,4.9
511377,"MEHIF","XT",7.71,0.36,4.9
513452,"ELANGO","XT",7.49,0.35,4.9
517230,"PAEL","Z",7.28,0.34,4.9
524488,"SVCIND","XT",2.57,0.12,4.9
526445,"INDRANIB","XT",9.21,0.43,4.9
531210,"COLINZ","XT",21.4,1,4.9
531758,"GKCONS","X",3,0.14,4.9
531893,"SAWABUSI","X",3,0.14,4.9
533019,"SIMPLXPAP","X",5.35,0.25,4.9
534563,"MASL","M",4.92,0.23,4.9
540243,"NEWLIGHT","XT",37.5,1.75,4.9
500236,"KANELIND","XT",4.29,0.2,4.89
506128,"PARNAXLAB","XT",24.65,1.15,4.89
507514,"SDBL","T",47.15,2.2,4.89
512489,"OASISEC","X",18.25,0.85,4.89
513117,"AMFORG","X",4.29,0.2,4.89
523021,"RISHITECH","X",30.05,1.4,4.89
524400,"ISHITADR","X",38.6,1.8,4.89
526873,"RAJGASES","Z",7.29,0.34,4.89
530797,"SHGANEL","XT",10.3,0.48,4.89
531051,"VINTAGES","XT",4.72,0.22,4.89
531111,"GOTHIPL","P",23.6,1.1,4.89
532160,"GUJSTATFIN","T",6.43,0.3,4.89
533110,"SPSL","X",6.44,0.3,4.89
535204,"MUKTA","XT",2.79,0.13,4.89
539044,"MANAKSTELTD","B",34.35,1.6,4.89
541445,"WAA","M",41.85,1.95,4.89
542655,"VIKASLIFE","B",3.86,0.18,4.89
502893,"UNITEDINT","XT",34.4,1.6,4.88
507872,"ASHNOOR","XT",30.1,1.4,4.88
508918,"IRONWOOD","XT",32.25,1.5,4.88
512047,"ROYALIND","XT",2.15,0.1,4.88
523425,"SUNRAJDI","Z",3.87,0.18,4.88
530245,"ARYAMAN","X",43.05,2,4.88
530267,"SABOOBR","XT",11.17,0.52,4.88
531608,"GORANIN","XT",21.5,1,4.88
539469,"PANORAMA","XT",58.05,2.7,4.88
516106,"SHKARTP","XT",6.67,0.31,4.87
523896,"APIL","XT",22.6,1.05,4.87
526504,"DOLPHMED","XT",3.23,0.15,4.87
526525,"WWALUM","XT",8.4,0.39,4.87
530689,"LYKISLTD","X",35.55,1.65,4.87
531381,"ARIHANT","T",26.9,1.25,4.87
531980,"SENINFO","XT",4.09,0.19,4.87
538770,"CRANEINFRA","X",7.54,0.35,4.87
519285,"TARAI","XT",6.26,0.29,4.86
523752,"IOSYSTEM","X",3.67,0.17,4.86
526827,"SPICEISL","XT",6.47,0.3,4.86
526851,"AREXMIS","X",117.7,5.45,4.86
530407,"EPIC","XT",4.53,0.21,4.86
530469,"GSLSEC","X",5.39,0.25,4.86
530609,"CARNATIN","XT",5.39,0.25,4.86
530755,"CORNE","XT",5.18,0.24,4.86
530899,"ASIAPAK","X",24.8,1.15,4.86
531594,"INCON","XT",6.04,0.28,4.86
532216,"HBSTOCK","B",31.3,1.45,4.86
532455,"SHALIWIR","XT",7.12,0.33,4.86
533078,"MANJEERA","X",34.5,1.6,4.86
533451,"KARMAENG","T",19.4,0.9,4.86
539196,"AEL","X",25.9,1.2,4.86
540359,"PARMAX","XT",61.55,2.85,4.86
542803,"ELLORATRAD","XT",19.4,0.9,4.86
509563,"GARWAMAR","X",6.48,0.3,4.85
513216,"UTTAMSTL","B",4.97,0.23,4.85
521034,"SOMATEX","T",7.14,0.33,4.85
530829,"CILSEC","X",21.6,1,4.85
532408,"MEGASOFT","T",15.36,0.71,4.85
535267,"COMFINCAP","X",17.3,0.8,4.85
537800,"MANGIND","XT",2.38,0.11,4.85
539594,"MISHTANN","XT",6.7,0.31,4.85
514386,"GUJCOTEX","XT",1.3,0.06,4.84
517170,"KLKELEC","XT",19.53,0.9,4.84
520086,"SICAL","B",14.33,0.66,4.84
524218,"RESONANCE","X",177.8,7.95,4.84
526415,"OKPLA","XT",24.9,1.15,4.84
532902,"CCCL","T",0.65,0.03,4.84
533177,"IL&FSTRANS","Z",5.85,0.27,4.84
540386,"ONTIC","XT",4.98,0.23,4.84
542653,"JINAAM","MT",3.25,0.15,4.84
501391,"WHBRADY","X",182.7,8.4,4.83
503659,"SW1","XT",28.2,1.3,4.83
511543,"GSBFIN","XT",8.91,0.41,4.83
512301,"CHMBBRW","XT",3.04,0.14,4.83
524622,"ISTRNETWK","XT",2.17,0.1,4.83
530131,"UDAICEMENT","X",37.1,1.7,4.83
531172,"PRANAVSP","X",17.35,0.8,4.83
531456,"MINAXI","XT",1.52,0.07,4.83
500357,"RAMAPPR-B","XT",25,1.15,4.82
514326,"PATSPINLTD","T",8.49,0.39,4.82
516086,"SRPML","XT",3.7,0.17,4.82
531928,"GOLCA","X",5.22,0.24,4.82
538319,"GCMCAPI","M",3.26,0.15,4.82
539009,"GBLIL","XT",4.57,0.21,4.82
540081,"GOVNOW","T",2.39,0.11,4.82
543229,"SAMRATFORG","X",137,6.3,4.82
531254,"OPTIFIN","X",28.3,1.3,4.81
531288,"LEADFIN","XT",4.36,0.2,4.81
531416,"NARPROP","X",15.25,0.7,4.81
532113,"BRIJLEAS","X",2.18,0.1,4.81
536659,"PVVINFRA","XT",8.72,0.4,4.81
536965,"BPCAP","XT",8.07,0.37,4.81
538597,"TTIENT","X",3.92,0.18,4.81
539910,"KOCL","XT",2.83,0.13,4.81
